"","Cell","Batch","Group","ExpLibSize","time","sizeFactor","scSTM_cluster","seurat_cluster","cidr_cluster","raceID_cluster"
"Cell558","Cell558","Batch2","Group1",77687.3082417397,2,1.25327677795797,"topic_3","3",1,1
"Cell559","Cell559","Batch2","Group4",42873.9220548232,2,0.705011200068245,"topic_2","11",3,3
"Cell560","Cell560","Batch2","Group5",56003.2189212843,2,0.929773869880362,"topic_1","2",2,2
"Cell561","Cell561","Batch2","Group5",60378.8187904951,2,0.975391663330601,"topic_1","2",2,2
"Cell562","Cell562","Batch2","Group1",42607.2028475569,2,0.695065079154346,"topic_3","3",1,1
"Cell563","Cell563","Batch2","Group5",54155.3352242303,1,0.893872797520637,"topic_1","2",2,2
"Cell564","Cell564","Batch2","Group4",49361.7448144499,2,0.821005582192614,"topic_2","11",3,3
"Cell565","Cell565","Batch2","Group4",60221.3596342741,2,1.00921175157819,"topic_2","11",3,3
"Cell566","Cell566","Batch2","Group1",68137.9863699413,2,1.11753762532084,"topic_3","3",1,2
"Cell567","Cell567","Batch2","Group3",59599.1681635844,1,0.97963556006322,"topic_4","9",4,5
"Cell568","Cell568","Batch2","Group1",41607.0173206816,2,0.681579646679653,"topic_3","3",1,1
"Cell569","Cell569","Batch2","Group5",60633.024111177,1,1.00457459800548,"topic_1","2",2,2
"Cell570","Cell570","Batch2","Group2",60745.5862336909,2,0.991580736580901,"topic_5","7",2,2
"Cell571","Cell571","Batch2","Group5",50111.3566330582,2,0.812517788727376,"topic_1","2",2,2
"Cell572","Cell572","Batch2","Group5",52847.2468356635,2,0.868180017301536,"topic_1","2",2,2
"Cell573","Cell573","Batch2","Group4",76756.6416843229,2,1.24423187063594,"topic_2","11",3,3
"Cell574","Cell574","Batch2","Group3",60808.8841752403,1,0.990695908690703,"topic_4","9",4,5
"Cell575","Cell575","Batch2","Group3",70239.530944714,2,1.15699439494303,"topic_4","9",4,5
"Cell576","Cell576","Batch2","Group3",102063.094921304,2,1.6629684768216,"topic_4","9",4,5
"Cell577","Cell577","Batch2","Group2",45883.3571412897,2,0.74042070137786,"topic_5","7",2,2
"Cell578","Cell578","Batch2","Group5",61624.9731536866,2,1.0141274620793,"topic_1","2",2,2
"Cell579","Cell579","Batch2","Group4",64968.5920384515,2,1.06752846382295,"topic_2","11",3,3
"Cell580","Cell580","Batch2","Group1",48615.8524455501,2,0.79557497320024,"topic_3","3",1,2
"Cell581","Cell581","Batch2","Group5",39651.7296827665,2,0.647267987381951,"topic_1","2",2,2
"Cell582","Cell582","Batch2","Group5",83442.2826221084,1,1.34226752372962,"topic_1","2",2,2
"Cell583","Cell583","Batch2","Group5",70150.4358002209,2,1.16579351674,"topic_1","2",2,2
"Cell584","Cell584","Batch2","Group1",60204.9244210391,2,0.974080807196973,"topic_3","3",1,2
"Cell585","Cell585","Batch2","Group1",64857.4086571304,2,1.07075644705201,"topic_3","3",1,1
"Cell586","Cell586","Batch2","Group3",56778.9056361874,2,0.922875489477147,"topic_4","9",4,5
"Cell587","Cell587","Batch2","Group4",46200.4421427592,2,0.771504377446503,"topic_2","11",3,3
"Cell588","Cell588","Batch2","Group1",62051.8451835706,2,1.01121080718197,"topic_3","3",1,1
"Cell589","Cell589","Batch2","Group1",61255.8151869223,2,1.01479927584778,"topic_3","3",1,1
"Cell590","Cell590","Batch2","Group3",60170.4341372909,2,0.993219306747936,"topic_4","9",4,5
"Cell591","Cell591","Batch2","Group4",64918.814220799,2,1.06210479657006,"topic_2","11",3,3
"Cell592","Cell592","Batch2","Group4",58815.1298815526,1,0.962872987254458,"topic_2","11",3,3
"Cell593","Cell593","Batch2","Group1",42243.9768601682,2,0.690608168300012,"topic_3","3",1,1
"Cell594","Cell594","Batch2","Group5",44805.9853920117,2,0.736242347451922,"topic_1","2",2,2
"Cell595","Cell595","Batch2","Group1",60113.324639974,2,0.979471703046517,"topic_3","3",1,2
"Cell596","Cell596","Batch2","Group1",46509.886124987,2,0.759346186807108,"topic_3","3",1,1
"Cell597","Cell597","Batch2","Group3",63926.6581666641,2,1.05189650442944,"topic_4","9",4,5
"Cell598","Cell598","Batch2","Group5",83400.7055301615,2,1.37176178673624,"topic_1","2",2,2
"Cell599","Cell599","Batch2","Group2",91648.6291390469,2,1.49370417856694,"topic_5","7",2,2
"Cell600","Cell600","Batch2","Group5",57235.3787682875,2,0.950501782493347,"topic_1","2",2,2
"Cell601","Cell601","Batch2","Group1",84036.6728248117,2,1.36302820774594,"topic_3","3",1,1
"Cell602","Cell602","Batch2","Group5",46034.3081722155,2,0.7760923739142,"topic_1","2",2,2
"Cell603","Cell603","Batch2","Group1",79335.7660601001,2,1.28311514069967,"topic_3","3",1,2
"Cell604","Cell604","Batch2","Group5",50169.7608425901,1,0.816614214144962,"topic_1","2",2,2
"Cell605","Cell605","Batch2","Group4",77593.6806178652,2,1.28544191033686,"topic_2","11",3,3
"Cell606","Cell606","Batch2","Group1",76332.9463052944,2,1.2731526340841,"topic_3","3",1,1
"Cell607","Cell607","Batch2","Group5",65532.4211795319,2,1.09957889629014,"topic_1","2",2,2
"Cell608","Cell608","Batch2","Group4",86951.6808687806,1,1.40364836218673,"topic_2","11",3,3
"Cell609","Cell609","Batch2","Group2",56768.4394328461,2,0.919581963441407,"topic_5","7",2,2
"Cell610","Cell610","Batch2","Group5",61877.5586107097,2,0.998987073735897,"topic_1","2",2,2
"Cell611","Cell611","Batch2","Group5",52184.2589215202,2,0.845731606013164,"topic_1","2",2,2
"Cell612","Cell612","Batch2","Group4",47385.5838360681,1,0.774617660763869,"topic_2","11",3,3
"Cell613","Cell613","Batch2","Group5",52985.0233683907,2,0.853727828428293,"topic_1","2",2,2
"Cell614","Cell614","Batch2","Group5",63115.0114999088,2,1.03500284600731,"topic_1","2",2,2
"Cell615","Cell615","Batch2","Group4",67258.7273148182,2,1.08958361827123,"topic_2","11",3,3
"Cell616","Cell616","Batch2","Group1",62220.872120889,2,1.01640507461147,"topic_3","3",1,2
"Cell617","Cell617","Batch2","Group4",71196.9439094081,2,1.16381084683789,"topic_2","11",3,3
"Cell618","Cell618","Batch2","Group5",62477.3731069579,1,1.02831747972581,"topic_1","2",2,2
"Cell619","Cell619","Batch2","Group5",69955.2974995639,1,1.14683525990742,"topic_1","2",2,2
"Cell620","Cell620","Batch2","Group5",62929.980824449,1,1.03061147795966,"topic_1","2",2,2
"Cell621","Cell621","Batch2","Group1",58936.9017654026,2,0.950337925476644,"topic_3","3",1,1
"Cell622","Cell622","Batch2","Group4",68869.7245746943,2,1.10995104544747,"topic_2","11",3,3
"Cell623","Cell623","Batch2","Group3",58489.5121373863,2,0.957203534476518,"topic_4","9",4,5
"Cell624","Cell624","Batch2","Group1",70410.2302826339,2,1.14655670297902,"topic_3","3",1,2
"Cell625","Cell625","Batch2","Group3",38458.3318292909,2,0.622771363384786,"topic_4","9",4,5
"Cell626","Cell626","Batch2","Group5",53634.7001677013,1,0.869458102031823,"topic_1","2",2,2
"Cell627","Cell627","Batch2","Group2",69290.7111300364,2,1.12178152205346,"topic_5","7",2,2
"Cell628","Cell628","Batch2","Group3",89396.1146630179,2,1.4767613630398,"topic_4","9",4,5
"Cell629","Cell629","Batch2","Group5",49242.1006157362,1,0.808749077343197,"topic_1","2",2,2
"Cell630","Cell630","Batch2","Group5",66395.4659650075,2,1.10639534818501,"topic_1","2",2,2
"Cell631","Cell631","Batch2","Group1",48713.4186949074,2,0.789971063228982,"topic_3","3",1,2
"Cell632","Cell632","Batch2","Group4",78306.3731431186,2,1.26397664114871,"topic_2","11",3,3
"Cell633","Cell633","Batch2","Group5",59043.0478234529,1,0.974359364125369,"topic_1","2",2,2
"Cell634","Cell634","Batch2","Group5",54140.6626653866,2,0.88354980546832,"topic_1","2",2,2
"Cell635","Cell635","Batch2","Group5",54390.1493148331,2,0.884827890198606,"topic_1","2",2,2
"Cell636","Cell636","Batch2","Group5",51459.3467081828,2,0.841815423313952,"topic_1","2",2,2
"Cell637","Cell637","Batch2","Group3",44073.8696802404,2,0.723379571640701,"topic_4","9",4,5
"Cell638","Cell638","Batch2","Group5",61698.9670998461,1,1.01124357858531,"topic_1","2",2,2
"Cell639","Cell639","Batch2","Group1",52505.9295971408,2,0.867262418007997,"topic_3","3",1,2
"Cell640","Cell640","Batch2","Group3",40328.6170699967,1,0.667078300701398,"topic_4","9",4,5
"Cell641","Cell641","Batch2","Group4",60292.2719648537,1,0.97676806227091,"topic_2","11",3,3
"Cell642","Cell642","Batch2","Group1",76379.4135172568,2,1.24944252376711,"topic_3","3",1,1
"Cell643","Cell643","Batch2","Group1",67855.3715995492,2,1.12151935082673,"topic_3","3",1,2
"Cell644","Cell644","Batch2","Group3",49207.5333058456,1,0.805078680169039,"topic_4","9",4,5
"Cell645","Cell645","Batch2","Group3",47138.3048458016,2,0.772897162088483,"topic_4","9",4,5
"Cell646","Cell646","Batch2","Group1",54608.3129357654,2,0.900427078188774,"topic_3","3",1,1
"Cell647","Cell647","Batch2","Group1",69220.9094949398,1,1.14604874622724,"topic_3","3",1,1
"Cell648","Cell648","Batch2","Group2",57503.8209352415,2,0.946110414445695,"topic_5","7",2,2
"Cell649","Cell649","Batch2","Group1",65830.0781271666,2,1.08648672065554,"topic_3","3",1,1
"Cell650","Cell650","Batch2","Group1",71530.0272497521,2,1.18494840199264,"topic_3","3",1,2
"Cell651","Cell651","Batch2","Group5",64364.2338701302,1,1.05191289013111,"topic_1","2",2,2
"Cell652","Cell652","Batch2","Group3",60889.5234859316,2,1.01435686190268,"topic_4","9",4,5
"Cell653","Cell653","Batch2","Group1",40154.5378051365,2,0.660687877049963,"topic_3","3",1,2
"Cell654","Cell654","Batch2","Group1",82059.6631218685,2,1.35966913890352,"topic_3","3",1,2
"Cell655","Cell655","Batch2","Group5",41985.9481885354,2,0.691001425140101,"topic_1","2",2,2
"Cell656","Cell656","Batch2","Group3",54947.449086605,1,0.898641036706707,"topic_4","9",4,5
"Cell657","Cell657","Batch2","Group3",67168.7773877211,2,1.10090613812544,"topic_4","9",4,5
"Cell658","Cell658","Batch2","Group3",76736.4409370607,2,1.23333537902517,"topic_4","9",4,5
"Cell659","Cell659","Batch2","Group1",56461.6833043163,2,0.92731601462981,"topic_3","3",1,1
"Cell660","Cell660","Batch2","Group4",66607.1278389491,2,1.07224754590401,"topic_2","11",3,3
"Cell661","Cell661","Batch2","Group5",52343.934596585,2,0.849188989065607,"topic_1","2",2,2
"Cell662","Cell662","Batch2","Group5",52414.6181649497,2,0.84981164572908,"topic_1","2",2,2
"Cell663","Cell663","Batch2","Group5",39819.8485605224,1,0.656673380140729,"topic_1","2",2,2
"Cell664","Cell664","Batch2","Group5",54189.4968716684,1,0.886941645714081,"topic_1","2",2,2
"Cell665","Cell665","Batch2","Group2",68952.3778799711,2,1.1292206306118,"topic_5","7",2,4
"Cell666","Cell666","Batch2","Group3",55953.9515747709,2,0.92824999962502,"topic_4","9",4,5
"Cell667","Cell667","Batch2","Group2",43058.4816117213,2,0.70145550280578,"topic_5","7",2,2
"Cell668","Cell668","Batch2","Group5",75925.054332478,2,1.25365364909639,"topic_1","2",2,2
"Cell669","Cell669","Batch2","Group5",41982.9633011318,2,0.674025838209624,"topic_1","2",2,2
"Cell670","Cell670","Batch2","Group1",77025.0740550212,2,1.27164514953043,"topic_3","3",1,1
"Cell671","Cell671","Batch2","Group3",74371.296919302,2,1.2250278282783,"topic_4","9",4,5
"Cell672","Cell672","Batch2","Group4",49712.0586813885,2,0.807520149717921,"topic_2","11",3,3
"Cell673","Cell673","Batch2","Group5",63701.954155391,1,1.02607263859698,"topic_1","2",2,2
"Cell674","Cell674","Batch2","Group1",60760.5853022988,1,0.995939333225213,"topic_3","3",1,1
"Cell675","Cell675","Batch2","Group1",50741.9495927038,2,0.839472267975093,"topic_3","3",1,1
"Cell676","Cell676","Batch2","Group1",58331.1742511009,2,0.948551883994576,"topic_3","3",1,1
"Cell677","Cell677","Batch2","Group1",62766.2251505947,2,1.02559745324854,"topic_3","3",1,1
"Cell678","Cell678","Batch2","Group1",69902.3819855683,2,1.14060869327269,"topic_3","3",1,1
"Cell679","Cell679","Batch2","Group4",61373.6202077005,2,1.00000298723946,"topic_2","11",3,3
"Cell680","Cell680","Batch2","Group1",86142.1877693579,2,1.4103501141699,"topic_3","3",1,1
"Cell681","Cell681","Batch2","Group5",59706.5189723616,1,0.976735290867569,"topic_1","2",2,2
"Cell682","Cell682","Batch2","Group5",61411.8169978249,1,0.993006292626221,"topic_1","2",2,2
"Cell683","Cell683","Batch2","Group1",61029.0225323889,2,1.00608208255916,"topic_3","3",1,1
"Cell684","Cell684","Batch2","Group5",65306.6142157556,2,1.0818659527845,"topic_1","2",2,2
"Cell685","Cell685","Batch2","Group4",52124.3890785599,2,0.855808812540426,"topic_2","11",3,3
"Cell686","Cell686","Batch2","Group4",52545.2676398579,2,0.8607409087432,"topic_2","11",3,3
"Cell687","Cell687","Batch2","Group3",63610.4663794145,2,1.04942226347722,"topic_4","9",4,5
"Cell688","Cell688","Batch2","Group1",70200.6320504055,2,1.16069756352053,"topic_3","3",1,1
"Cell689","Cell689","Batch2","Group1",56906.0837105097,2,0.932657753374342,"topic_3","3",1,1
"Cell690","Cell690","Batch2","Group5",78245.6067254346,2,1.27126827839201,"topic_1","2",2,2
"Cell691","Cell691","Batch2","Group4",69044.8307005248,2,1.13918313722737,"topic_2","11",3,3
"Cell692","Cell692","Batch2","Group5",67315.8000983299,2,1.09798948322812,"topic_1","2",2,2
"Cell693","Cell693","Batch2","Group1",51798.3641801632,2,0.850090202657476,"topic_3","3",1,1
"Cell694","Cell694","Batch2","Group1",46254.1681442098,2,0.751513821408683,"topic_3","3",1,1
"Cell695","Cell695","Batch2","Group5",66292.885330164,2,1.07898206929052,"topic_1","2",2,2
"Cell696","Cell696","Batch2","Group5",43735.6481820081,2,0.723494271552394,"topic_1","2",2,2
"Cell697","Cell697","Batch2","Group1",52811.1624252579,2,0.862739964346982,"topic_3","3",1,1
"Cell698","Cell698","Batch2","Group4",69658.099228976,2,1.12709048939465,"topic_2","11",3,3
"Cell699","Cell699","Batch2","Group4",62376.4876125212,2,1.01663447443486,"topic_2","11",3,3
"Cell700","Cell700","Batch2","Group1",72649.5206552458,2,1.19794226341722,"topic_3","3",1,1
"Cell701","Cell701","Batch3","Group5",49462.0327773951,2,0.786235123248143,"topic_1","0",2,4
"Cell702","Cell702","Batch3","Group1",81193.4216522973,2,1.33389443017607,"topic_3","1",1,1
"Cell703","Cell703","Batch3","Group4",47235.9215568463,2,0.775256703129012,"topic_2","8",3,3
"Cell704","Cell704","Batch3","Group5",50337.8969384047,2,0.819727497462328,"topic_1","0",2,4
"Cell705","Cell705","Batch3","Group2",51106.3206001705,2,0.842946036729206,"topic_1","7",2,4
"Cell706","Cell706","Batch3","Group3",64469.3591112402,2,1.05577991572531,"topic_4","6",4,5
"Cell707","Cell707","Batch3","Group5",94965.2755747394,2,1.54766229416738,"topic_1","0",2,4
"Cell708","Cell708","Batch3","Group5",40419.8341831349,2,0.659377020916336,"topic_1","0",2,4
"Cell709","Cell709","Batch3","Group5",85580.6600487166,2,1.39660251046848,"topic_1","0",2,4
"Cell710","Cell710","Batch3","Group4",83199.6694764962,1,1.34529887853863,"topic_2","8",3,3
"Cell711","Cell711","Batch3","Group4",65066.4071628558,1,1.05664835791384,"topic_2","8",3,3
"Cell712","Cell712","Batch3","Group5",63976.5250887242,2,1.04714465094504,"topic_1","0",2,4
"Cell713","Cell713","Batch3","Group5",57146.6073170163,2,0.928315542431701,"topic_1","0",2,4
"Cell714","Cell714","Batch3","Group3",51689.2979580172,2,0.849713331519058,"topic_4","6",4,5
"Cell715","Cell715","Batch3","Group5",79349.3723707234,2,1.30751345048681,"topic_1","0",2,4
"Cell716","Cell716","Batch3","Group5",39818.1374463961,1,0.64577688852995,"topic_1","0",2,4
"Cell717","Cell717","Batch3","Group1",57153.3516475324,2,0.95823583368175,"topic_3","1",1,1
"Cell718","Cell718","Batch3","Group5",67430.3864972102,2,1.09295907281532,"topic_1","0",2,4
"Cell719","Cell719","Batch3","Group3",64364.0413857131,2,1.05419050266329,"topic_4","6",4,5
"Cell720","Cell720","Batch3","Group1",56781.3067978156,1,0.922498618338729,"topic_3","1",1,1
"Cell721","Cell721","Batch3","Group2",77505.6856724642,1,1.27375890504591,"topic_1","7",2,4
"Cell722","Cell722","Batch3","Group5",53204.2416549859,2,0.883041848716539,"topic_1","0",2,4
"Cell723","Cell723","Batch3","Group3",54995.3545581233,1,0.913797810751776,"topic_4","6",4,5
"Cell724","Cell724","Batch3","Group3",66954.5481020187,2,1.08778119108749,"topic_4","6",4,5
"Cell725","Cell725","Batch3","Group1",53986.143048115,2,0.884778733093595,"topic_3","1",1,1
"Cell726","Cell726","Batch3","Group5",56575.1242173804,2,0.91971304905477,"topic_1","0",2,4
"Cell727","Cell727","Batch3","Group1",73382.9457503079,2,1.17439601011694,"topic_3","1",1,1
"Cell728","Cell728","Batch3","Group5",54354.3980217804,2,0.869900515976923,"topic_1","0",2,4
"Cell729","Cell729","Batch3","Group3",51026.6052248939,2,0.849565860204025,"topic_4","6",4,5
"Cell730","Cell730","Batch3","Group1",56204.3141200627,2,0.932362810744276,"topic_3","1",1,1
"Cell731","Cell731","Batch3","Group5",50209.8444587612,2,0.81273080284909,"topic_1","0",2,4
"Cell732","Cell732","Batch3","Group3",68965.633526829,2,1.14318124843493,"topic_4","6",4,5
"Cell733","Cell733","Batch3","Group1",60269.6774777314,2,0.984026928110872,"topic_3","1",1,1
"Cell734","Cell734","Batch3","Group3",51386.377371251,2,0.839455882273422,"topic_4","6",4,5
"Cell735","Cell735","Batch3","Group1",85277.5471907666,2,1.39612732512004,"topic_3","1",1,1
"Cell736","Cell736","Batch3","Group1",59216.6969139797,2,0.965625785135075,"topic_3","1",1,1
"Cell737","Cell737","Batch3","Group5",52866.7471664186,2,0.867491817831382,"topic_1","0",2,4
"Cell738","Cell738","Batch3","Group1",64594.0144504492,2,1.0581066853625,"topic_3","1",1,1
"Cell739","Cell739","Batch3","Group5",58063.7012331372,2,0.964675414438195,"topic_1","0",2,4
"Cell740","Cell740","Batch3","Group1",46503.3038030447,2,0.763065741086276,"topic_3","1",1,1
"Cell741","Cell741","Batch3","Group5",71954.7682477449,2,1.16340120429613,"topic_1","0",2,4
"Cell742","Cell742","Batch3","Group1",55827.123472827,1,0.906588102016824,"topic_3","1",1,1
"Cell743","Cell743","Batch3","Group5",72399.2793818975,2,1.19371475238627,"topic_1","0",2,4
"Cell744","Cell744","Batch3","Group5",53831.9555285067,1,0.880633150570998,"topic_1","0",2,4
"Cell745","Cell745","Batch3","Group1",51988.4080775587,2,0.856497012010581,"topic_3","1",1,1
"Cell746","Cell746","Batch3","Group1",55319.8539428407,1,0.910045485069267,"topic_3","1",1,1
"Cell747","Cell747","Batch3","Group5",73440.5480281884,1,1.2054141433789,"topic_1","0",2,4
"Cell748","Cell748","Batch3","Group4",61792.7450058694,2,1.01330817699578,"topic_2","8",3,3
"Cell749","Cell749","Batch3","Group1",37131.6712250725,2,0.60681168995787,"topic_3","1",1,1
"Cell750","Cell750","Batch3","Group5",56575.9153394374,2,0.923203203510553,"topic_1","0",2,4
"Cell751","Cell751","Batch3","Group3",60277.1624731865,2,0.978963746294736,"topic_4","6",4,5
"Cell752","Cell752","Batch3","Group1",63567.9564139508,2,1.03790311520297,"topic_3","1",1,1
"Cell753","Cell753","Batch3","Group4",62807.3926080019,2,1.0378867295013,"topic_2","8",3,3
"Cell754","Cell754","Batch3","Group5",60578.4330336163,2,0.990400966060636,"topic_1","0",2,4
"Cell755","Cell755","Batch3","Group5",68388.4770388275,1,1.13244861384085,"topic_1","0",2,4
"Cell756","Cell756","Batch3","Group1",69765.8919960472,2,1.13877349468561,"topic_3","1",1,1
"Cell757","Cell757","Batch3","Group1",49342.6450321846,2,0.796853057930527,"topic_3","1",1,1
"Cell758","Cell758","Batch3","Group4",71059.0677496277,2,1.1485557585828,"topic_2","8",3,3
"Cell759","Cell759","Batch3","Group4",57878.3155249967,2,0.941145546839581,"topic_2","8",3,3
"Cell760","Cell760","Batch3","Group1",49317.5303981712,2,0.814959258276257,"topic_3","1",1,1
"Cell761","Cell761","Batch3","Group5",90186.5618173518,1,1.47549966401119,"topic_1","0",2,4
"Cell762","Cell762","Batch3","Group1",56781.0912979897,2,0.936065979321774,"topic_3","1",1,1
"Cell763","Cell763","Batch3","Group1",45990.6791499942,2,0.745057854950567,"topic_3","1",1,1
"Cell764","Cell764","Batch3","Group5",45272.05385993,1,0.739306473664276,"topic_1","0",2,4
"Cell765","Cell765","Batch3","Group4",45989.5530950109,1,0.758051716375151,"topic_2","8",3,3
"Cell766","Cell766","Batch3","Group4",55915.2373277544,2,0.937901177908853,"topic_2","8",3,3
"Cell767","Cell767","Batch3","Group2",51878.8859134363,1,0.855710498330404,"topic_1","7",2,4
"Cell768","Cell768","Batch3","Group5",57071.8653677168,1,0.930806169085593,"topic_1","0",2,4
"Cell769","Cell769","Batch3","Group4",67044.2403030347,1,1.1131954143782,"topic_2","8",3,3
"Cell770","Cell770","Batch3","Group1",52490.5197299285,2,0.868622431246636,"topic_3","1",1,1
"Cell771","Cell771","Batch3","Group1",75512.9905073673,2,1.23774313277449,"topic_3","1",1,1
"Cell772","Cell772","Batch3","Group5",60962.6141923723,2,1.00857270921305,"topic_1","0",2,4
"Cell773","Cell773","Batch3","Group3",68631.5686814084,2,1.1233053923088,"topic_4","6",4,5
"Cell774","Cell774","Batch3","Group1",76118.0750026261,2,1.24726322544496,"topic_3","1",1,1
"Cell775","Cell775","Batch3","Group1",57660.2790378867,2,0.958055590963376,"topic_3","1",1,1
"Cell776","Cell776","Batch3","Group3",54308.9146141205,2,0.906309545088428,"topic_4","6",4,5
"Cell777","Cell777","Batch3","Group5",62701.3447085355,2,1.01674917434655,"topic_1","0",2,4
"Cell778","Cell778","Batch3","Group1",58429.8346530866,2,0.96772315494888,"topic_3","1",1,1
"Cell779","Cell779","Batch3","Group1",48767.6743131658,2,0.790462634279092,"topic_3","1",1,1
"Cell780","Cell780","Batch3","Group5",64223.9299378471,2,1.04996299163234,"topic_1","0",2,4
"Cell781","Cell781","Batch3","Group1",42577.4803815259,2,0.718955432189708,"topic_3","1",1,1
"Cell782","Cell782","Batch3","Group5",56647.6953181664,2,0.921007519486727,"topic_1","0",2,4
"Cell783","Cell783","Batch3","Group1",52806.992541517,2,0.866754461256216,"topic_3","1",1,1
"Cell784","Cell784","Batch3","Group1",48292.7420622336,2,0.800638155016376,"topic_3","1",1,1
"Cell785","Cell785","Batch3","Group2",54729.7823192915,2,0.891119999640019,"topic_1","7",2,4
"Cell786","Cell786","Batch3","Group4",78238.4596577054,2,1.29738708685454,"topic_2","8",3,3
"Cell787","Cell787","Batch3","Group1",60298.9688971962,2,1.00581991133243,"topic_3","1",1,1
"Cell788","Cell788","Batch3","Group1",79823.4715082756,2,1.29352006126034,"topic_3","1",1,1
"Cell789","Cell789","Batch3","Group4",65265.0558263559,1,1.06765954943631,"topic_2","8",3,3
"Cell790","Cell790","Batch3","Group5",60016.2597771425,1,0.986173455029688,"topic_1","0",2,4
"Cell791","Cell791","Batch3","Group1",57173.8022873911,2,0.945799086113959,"topic_3","1",1,1
"Cell792","Cell792","Batch3","Group5",55820.1953211866,1,0.920581491243298,"topic_1","0",2,4
"Cell793","Cell793","Batch3","Group2",72883.5990134043,2,1.20266134549828,"topic_1","7",2,4
"Cell794","Cell794","Batch3","Group1",52241.410981932,2,0.863837806358895,"topic_3","1",1,1
"Cell795","Cell795","Batch3","Group4",55960.0202677879,2,0.926595043756315,"topic_2","8",3,3
"Cell796","Cell796","Batch3","Group5",49165.6544515476,2,0.805717722534183,"topic_1","0",2,4
"Cell797","Cell797","Batch3","Group5",82568.1033453502,2,1.34597069230711,"topic_1","0",2,4
"Cell798","Cell798","Batch3","Group1",54171.0427788042,2,0.87879795198392,"topic_3","1",1,1
"Cell799","Cell799","Batch3","Group5",53697.6124902674,2,0.862559721628608,"topic_1","0",2,4
"Cell800","Cell800","Batch3","Group1",57077.0602267672,2,0.928446628045064,"topic_3","1",1,1
"Cell801","Cell801","Batch3","Group1",57387.7922662042,2,0.949551411796468,"topic_3","1",1,1
"Cell802","Cell802","Batch3","Group1",67572.6387734771,1,1.11190094394624,"topic_3","1",1,1
"Cell803","Cell803","Batch3","Group5",46617.3021262082,2,0.757461831115018,"topic_1","0",2,4
"Cell804","Cell804","Batch3","Group1",76675.2980034793,2,1.29486368879731,"topic_3","1",1,1
"Cell805","Cell805","Batch3","Group1",47896.1396696347,2,0.783056297124096,"topic_3","1",1,1
"Cell806","Cell806","Batch3","Group4",56848.6363803363,2,0.944783172610397,"topic_2","8",3,3
"Cell807","Cell807","Batch3","Group2",47935.5524687248,2,0.78466209588779,"topic_1","7",2,4
"Cell808","Cell808","Batch3","Group5",59126.6265407889,2,0.971852351769806,"topic_1","0",2,4
"Cell809","Cell809","Batch3","Group5",52770.5627818464,2,0.855202541578624,"topic_1","0",2,4
"Cell810","Cell810","Batch3","Group3",73290.6139499682,2,1.19699189272034,"topic_4","6",4,5
"Cell811","Cell811","Batch3","Group4",55226.0846671727,2,0.907751486835419,"topic_2","8",3,3
"Cell812","Cell812","Batch3","Group5",51318.1965065212,2,0.845977391538219,"topic_1","0",2,4
"Cell813","Cell813","Batch3","Group5",58068.1673066612,1,0.942980745426659,"topic_1","0",2,4
"Cell814","Cell814","Batch3","Group5",76495.7007655718,2,1.27249720601729,"topic_1","0",2,4
"Cell815","Cell815","Batch3","Group5",64400.365857421,2,1.05913898456773,"topic_1","0",2,4
"Cell816","Cell816","Batch3","Group3",55016.7947366426,2,0.922842718073806,"topic_4","6",4,5
"Cell817","Cell817","Batch3","Group5",70738.6111637019,2,1.16779257234379,"topic_1","0",2,4
"Cell818","Cell818","Batch3","Group3",58417.3246039247,1,0.954581822209263,"topic_4","6",4,5
"Cell819","Cell819","Batch3","Group5",94635.2059932308,2,1.53727375930839,"topic_1","0",2,4
"Cell820","Cell820","Batch3","Group5",39176.2636451893,1,0.635666910599347,"topic_1","0",2,4
"Cell821","Cell821","Batch3","Group5",82186.5564829421,2,1.33422214420948,"topic_1","0",2,4
"Cell822","Cell822","Batch3","Group5",66342.3371712179,1,1.07257525993741,"topic_1","0",2,4
"Cell823","Cell823","Batch3","Group5",64564.6551455443,2,1.04434269595941,"topic_1","0",2,4
"Cell824","Cell824","Batch3","Group5",64777.1719539185,2,1.05673028642219,"topic_1","0",2,4
"Cell825","Cell825","Batch3","Group3",59074.559542596,2,0.957416548598233,"topic_4","6",4,5
"Cell826","Cell826","Batch3","Group5",40207.1696737976,2,0.676582007670197,"topic_1","0",2,4
"Cell827","Cell827","Batch3","Group5",52112.6669859577,2,0.862592493031949,"topic_1","0",2,4
"Cell828","Cell828","Batch3","Group3",58427.1614787853,1,0.958137519471728,"topic_4","6",4,5
"Cell829","Cell829","Batch3","Group5",77249.9352145161,1,1.27841244432028,"topic_1","0",2,4
"Cell830","Cell830","Batch3","Group3",68309.6602748107,2,1.1145226562135,"topic_4","6",4,5
"Cell831","Cell831","Batch3","Group5",44475.4869383561,2,0.719430617538148,"topic_1","0",2,4
"Cell832","Cell832","Batch3","Group5",54077.0016451476,2,0.89023517174982,"topic_1","0",2,4
"Cell833","Cell833","Batch3","Group5",74920.353452588,2,1.21526195008278,"topic_1","0",2,4
"Cell834","Cell834","Batch3","Group3",40289.9042429617,2,0.665964072987814,"topic_4","6",4,5
"Cell835","Cell835","Batch3","Group4",41941.7264446551,2,0.691230824963485,"topic_2","8",3,3
"Cell836","Cell836","Batch3","Group1",63691.3877441307,2,1.0339050039954,"topic_3","1",1,1
